Country,Code,Year,Month, Gross Domestic Product (GDP), Consumer Price Index (CPI), Money supply (broad money), Mortgage credit interest rate, Business credit interest rate, Unemployment rate , Household consumption, Investment, Economic growth quarterly , Current account balance, Exports, Consumption growth, Investment growth, Budget balance, Inflation monthly, Exchange rate to USD, Minimum wage, Purchasing Managers Index (PMI) composite, Purchasing Managers Index (PMI) manufacturing, Purchasing Managers Index (PMI) services
India, IND, 2011, 10, , 94.8, 69653.6, , , , , , , , , , , , 1.07, 49.2131, , , , 
India, IND, 2011, 11, , 95.2, 70157.4, , , , , , , , , , , , 0.42, 50.7393, , , , 
India, IND, 2011, 12, 22448.52, 94.7, 71986.8, , , , 12813.86, 7569.4, 4.52, -999352.39, 5495978.23, 14.41, 11.98, , -0.53, 52.5099, , , , 
India, IND, 2012, 1, , 95.1, 71773.3, , , , , , , , , , , , 0.42, 51.1964, , , , 
India, IND, 2012, 2, , 95.5, 72405.9, , , , , , , , , , , , 0.42, 49.1779, , , , 
India, IND, 2012, 3, 24185.11, 96.4, 73440.7, , , , 13132.05, 8360.34, 3.99, -1091271.43, 5917896.21, 16.86, 16.02, , 0.94, 50.3312, , , , 
India, IND, 2012, 4, , 97.8, 75128, , , , , , , , , , , , 1.45, 51.7171, , , , 
India, IND, 2012, 5, , 98.6, 75568.3, , , , , , , , , , , , 0.82, 54.3612, , , , 
India, IND, 2012, 6, 22977.43, 99.8, 77448.5, , , , 12882.87, 7957.27, 3.8, -916096.35, 5993440.22, 7.68, 16.66, , 1.22, 55.9686, , , , 
India, IND, 2012, 7, , 101.1, 77494.7, , , , , , , , , , , , 1.3, 55.3777, , , , 
India, IND, 2012, 8, , 102.2, 78030.3, , , , , , , , , , , , 1.09, 55.531, , , , 
India, IND, 2012, 9, 24201.87, 102.9, 77993.8, , , , 13231.75, 8096.93, 6.52, -1158317.9, 5941428.18, 18.2, 12.04, , 0.68, 54.4823, , , , 
India, IND, 2012, 10, , 103.6, 79003.1, , , , , , , , , , , , 0.68, 53.0799, , , , 
India, IND, 2012, 11, , 104.3, 79935.6, , , , , , , , , , , , 0.68, 54.806, , , , 
India, IND, 2012, 12, 25207.21, 104.6, 80319.2, , , , 15082.01, 8154.39, 5.85, -1725040.11, 6026718.52, 17.7, 7.73, , 0.29, 54.683, , , , 
India, IND, 2013, 1, , 104.6, 81004, , , , , , , , , , , , 0, 54.2665, , , , 
India, IND, 2013, 2, , 105.3, 81529.4, , , , , , , , , , , , 0.67, 53.8267, , , , 
India, IND, 2013, 3, 27053.62, 105.5, 83392.9, , , , 14948.22, 9041.13, 5.66, -979190.41, 6640156.28, 13.83, 8.14, , 0.19, 54.4082, , , , 
India, IND, 2013, 4, , 106.1, 84674.1, , , , , , , , , , , , 0.57, 54.3432, , , , 
India, IND, 2013, 5, , 106.9, 86316.8, , , , , , , , , , , , 0.75, 55.0209, , , , 
India, IND, 2013, 6, 25495.22, 109.3, 87454.1, , , , 14801.73, 8479.38, 5.71, -1217647.5, 6176176.1, 14.89, 6.56, , 2.25, 58.403, , , , 
India, IND, 2013, 7, , 111, 87390.1, , , , , , , , , , , , 1.56, 59.782, , , , 
India, IND, 2013, 8, , 112.4, 87742.2, , , , , , , , , , , , 1.26, 62.5968, , , , 
India, IND, 2013, 9, 27542.09, 113.7, 87954.3, , , , 15156.21, 8558.56, 6.14, -320777.28, 7339239.54, 14.54, 5.7, , 1.16, 63.8826, , , , 
India, IND, 2013, 10, , 114.8, 89492.4, , , , , , , , , , , , 0.97, 61.531, , , , 
India, IND, 2013, 11, , 116.3, 91983.5, , , , , , , , , , , , 1.31, 62.5429, , , , 
India, IND, 2013, 12, 28893.16, 114.5, 92281.5, , , , 17527.01, 8756.21, 6.98, -262044.3, 7287361.64, 16.21, 7.38, , -1.55, 61.8739, , , , 
India, IND, 2014, 1, , 113.6, 92936.2, , , , , , , , , , , , -0.79, 62.0465, , , , 
India, IND, 2014, 2, , 113.6, 93585.8, , , , , , , , , , , , 0, 62.1823, , , , 
India, IND, 2014, 3, 30404.74, 114.2, 95130.5, , , , 17271.54, 9362.06, 6.69, -74725.07, 7679774.7, 15.54, 3.55, , 0.53, 60.9705, , , , 
India, IND, 2014, 4, , 115.1, 96833.7, , , , , , , , , , , , 0.79, 60.3545, , , , 
India, IND, 2014, 5, , 115.8, 97884.6, , , , , , , , , , , , 0.61, 59.3083, , , , 
India, IND, 2014, 6, 29135.9, 116.7, 98060.7, , , , 17120.38, 9376.46, 7.48, -468571, 7132621.63, 15.66, 10.58, , 0.78, 59.7319, , , , 
India, IND, 2014, 7, , 119.2, 98432.4, , , , , , , , , , , , 2.14, 60.0515, , , , 
India, IND, 2014, 8, , 120.3, 99035.6, , , , , , , , , , , , 0.92, 60.832, , , , 
India, IND, 2014, 9, 30565.79, 120.1, 99594.2, , , , 17546.79, 9515.57, 7.76, -615162.12, 7492109.31, 15.77, 11.18, , -0.17, 60.8649, , , , 
India, IND, 2014, 10, , 120.1, 101465.2, , , , , , , , , , , , 0, 61.3559, , , , 
India, IND, 2014, 11, , 120.1, 102130.7, , , , , , , , , , , , 0, 61.6962, , , , 
India, IND, 2014, 12, 31753.32, 119.4, 102501.8, , , , 18509.58, 9185.98, 7.18, -511320.47, 7350261.74, 5.61, 4.91, , -0.58, 62.8588, , , , 
India, IND, 2015, 1, , 119.5, 103406.1, , , , , , , , , , , , 0.08, 62.1182, , , , 
India, IND, 2015, 2, , 119.7, 104382.4, , , , , , , , , , , , 0.17, 62.0185, , , , 
India, IND, 2015, 3, 32996.28, 120.2, 105700.7, , , , 19151.24, 9760.35, 7.61, -80008.17, 6884049.43, 10.88, 4.25, , 0.42, 62.506, , , , 
India, IND, 2015, 4, , 120.7, 107530.9, , , , , , , , , , , , 0.42, 62.6788, , , , 
India, IND, 2015, 5, , 121.6, 108600.4, , , , , , , , , , , , 0.75, 63.7046, , , , 
India, IND, 2015, 6, 32202.78, 123, 108519.9, , , , 18235.68, 9785.19, 7.59, -388411.79, 6746438.54, 6.51, 4.36, , 1.15, 63.8011, , , , 
India, IND, 2015, 7, , 123.6, 109432.2, , , , , , , , , , , , 0.49, 63.6333, , , , 
India, IND, 2015, 8, , 124.8, 110138.7, , , , , , , , , , , , 0.97, 65.117, , , , 
India, IND, 2015, 9, 33264.74, 125.4, 110317.7, , , , 18830.76, 9693.96, 7.74, -554823.34, 6906897.06, 7.32, 1.87, , 0.48, 66.2286, , , , 
India, IND, 2015, 10, , 126.1, 112274.4, , , , , , , , , , , , 0.56, 65.0433, , , , 
India, IND, 2015, 11, , 126.6, 112604.4, , , , , , , , , , , , 0.4, 66.1461, , , , 
India, IND, 2015, 12, 34444.85, 126.1, 113383.7, , , , 20461.56, 10030.34, 8.02, -468818.12, 6779652.35, 10.55, 9.19, , -0.39, 66.5295, , , , 
India, IND, 2016, 1, , 126.3, 114432.5, , , , , , , , , , , , 0.16, 67.3127, , , , 
India, IND, 2016, 2, , 126, 115807.7, , , , , , , , , , , , -0.24, 68.2764, , , , 
India, IND, 2016, 3, 36907.99, 126, 116487.9, , , , 21795.31, 10518.33, 8.66, -21450.29, 7104356.18, 13.81, 7.77, , 0, 66.8586, , , , 
India, IND, 2016, 4, , 127.3, 119071.9, , , , , , , , , , , -1373260, 1.03, 66.4734, , , , 
India, IND, 2016, 5, , 128.6, 118769, , , , , , , , , , , -916600, 1.02, 66.9571, , , , 
India, IND, 2016, 6, 35984.92, 130.1, 119571.6, , , , 20824.84, 10897.71, 8.1, -25581.03, 7090380.92, 14.2, 11.37, -973370, 1.17, 67.2331, , , , 
India, IND, 2016, 7, , 131.1, 120434.9, , , , , , , , , , , -671640, 0.77, 67.1255, , , , 
India, IND, 2016, 8, , 131.1, 121102.6, , , , , , , , , , , -143330, 0, 66.9489, , , , 
India, IND, 2016, 9, 37153.46, 130.9, 125954, , , , 21464.73, 10488.96, 7.6, -230983.7, 7251331.48, 13.99, 8.2, -401680, -0.15, 66.7343, , , , 
India, IND, 2016, 10, , 131.4, 124150.9, , , , , , , , , , , 244810, 0.38, 66.7269, , , , 
India, IND, 2016, 11, , 131.2, 121811.4, , , , , , , , , , , -344890, -0.15, 67.721, , , , 
India, IND, 2016, 12, 36341.68, 130.4, 120506.5, , , , 21122.15, 10850.94, 6.8, -536971.5, 7477414.24, 3.23, 8.18, -432540, -0.61, 67.8116, , , , 
India, IND, 2017, 1, , 130.3, 121561, , , , , , , , , , , -629420, -0.08, 68.075, , , , 
India, IND, 2017, 2, , 130.6, 123082.8, , , , , , , , , , , -414220, 0.23, 66.9638, , , , 
India, IND, 2017, 3, 37500.41, 130.9, 128443.9, , , , 21953.24, 10442.2, 6.1, -230046.22, 7912057.84, 0.72, -0.72, 678150, 0.23, 65.8677, , , , 
India, IND, 2017, 4, , 131.1, 127261.4, , , , , , , , , , , -2056220, 0.15, 64.5291, , , , 
India, IND, 2017, 5, , 131.4, 127257.6, , , , , , , , , , , -1677390, 0.23, 64.4173, , , , 
India, IND, 2017, 6, 40229.88, 132, 128117, , , , 23696.33, 11605.98, 6, -964291.19, 7673456.97, 13.79, 6.5, -683240, 0.46, 64.461, , , , 
India, IND, 2017, 7, , 134.2, 127907.6, , , , , , , , , , , -632110, 1.67, 64.4373, , , , 
India, IND, 2017, 8, , 135.5, 129264.1, , , , , , , , , , , -201490, 0.97, 63.9728, , , , 
India, IND, 2017, 9, 41760.31, 135.2, 131843.3, , , , 23848.67, 11766.6, 6.8, -463813.17, 7939007.43, 11.11, 12.18, 261070, -0.22, 64.4227, , , , 
India, IND, 2017, 10, , 136.1, 131671.3, , , , , , , , , , , -263830, 0.67, 65.0565, , , , 
India, IND, 2017, 11, , 137.6, 131980.2, , , , , , , , , , , -867840, 1.1, 64.8626, , , , 
India, IND, 2017, 12, 43105.3, 137.2, 132086.8, , , , 26234.98, 12472.05, 7.7, -871579.58, 8267182.91, 24.21, 14.94, -88440, -0.29, 64.2044, , , , 
India, IND, 2018, 1, , 136.9, 133632.3, , , , , , , , , , , -556100, -0.22, 63.6189, , , , 
India, IND, 2018, 2, , 136.4, 135286.3, , , , , , , , , , , -391400, -0.37, 64.4534, , , , 
India, IND, 2018, 3, 45854.56, 136.5, 140148.3, , , , 27051.21, 13123.52, 8.1, -839524.3, 8609426.13, 23.22, 25.68, 1240360, 0.07, 65.0333, , , , 
India, IND, 2018, 4, , 137.1, 140311.7, , , , , , , , , , , -1519670, 0.44, 65.683, , , , 
India, IND, 2018, 5, , 137.8, 139845.5, , , , , , , , , , , -1935260, 0.51, 67.5224, , 50.4, 51.2, 49.6
India, IND, 2018, 6, 45306.85, 138.5, 140032.3, , , , 26603.28, 13587.45, 8, -1061874.52, 8813323.32, 12.27, 17.07, -835400, 0.51, 67.8327, , 53.3, 53.1, 52.6
India, IND, 2018, 7, , 139.8, 140728.6, , , , , , , , , , , -1112240, 0.94, 68.6854, , 54.1, 52.3, 54.2
India, IND, 2018, 8, , 140.4, 142714, , , , , , , , , , , -510340, 0.43, 69.5943, , 51.9, 51.8, 51.5
India, IND, 2018, 9, 46787.27, 140.2, 144229.1, , , , 27281.97, 13677.89, 7, -1336891.77, 9364747.31, 14.4, 16.24, -34410, -0.14, 72.1703, , 51.6, 52.2, 50.9
India, IND, 2018, 10, , 140.7, 144262.7, , , , , , , , , , , -538510, 0.36, 73.6395, , 53, 53.1, 52.2
India, IND, 2018, 11, , 140.8, 145187.7, , , , , , , , , , , -680420, 0.07, 71.7211, , 54.5, 54, 53.7
India, IND, 2018, 12, 47843.28, 140.1, 145497, , , , 29268.48, 14442.07, 6.6, -1217993.61, 9969913.21, 11.56, 15.8, 151680, -0.5, 70.6799, , 53.6, 53.2, 53.2
India, IND, 2019, 1, , 139.6, 147587.9, , , , , , , , , , , -693880, -0.36, 70.7053, , 53.6, 53.9, 52.2
India, IND, 2019, 2, , 139.9, 149398.3, , , , , , , , , , , -806540, 0.21, 71.2329, , 53.8, 54.3, 52.5
India, IND, 2019, 3, 50164.24, 140.4, 154424, , , , 29746.54, 13992.57, 5.8, , , 9.96, 6.62, 2061320, 0.36, 69.5442, , 52.7, 52.6, 52
India, IND, 2019, 4, , 141.1, , , , , , , , , , , , -1570480, 0.5, 69.4646, , 51.7, 51.8, 51
India, IND, 2019, 5, , , , , , , , , , , , , , , , 69.7662, , 51.7, 52.7, 50.2
India, IND, 2019, 6, , , , , , , , , , , , , , , , , , , , 
India, IND, 2019, 7, , , , , , , , , , , , , , , , , , , , 
India, IND, 2019, 8, , , , , , , , , , , , , , , , , , , , 
India, IND, 2019, 9, , , , , , , , , , , , , , , , , , , , 
India, IND, 2019, 10, , , , , , , , , , , , , , , , , , , , 
India, IND, 2019, 11, , , , , , , , , , , , , , , , , , , , 
India, IND, 2019, 12, , , , , , , , , , , , , , , , , , , , 
Russia, RUS, 2000, 1, , 28.52, 714.6, , , , , , , , , , , , 2.33, , 132, , , 
Russia, RUS, 2000, 2, , 28.82, 709.6, , , , , , , , , , , , 1.04, , 132, , , 
Russia, RUS, 2000, 3, 1527.42, 29, 742, , , , 742.5, 179.7, 11.42, 11506.9, 25022.84, 35.15, 76.35, , 0.64, , 132, , , 
Russia, RUS, 2000, 4, , 29.26, 768.4, , , , , , , , , , , , 0.89, , 132, , , 
Russia, RUS, 2000, 5, , 29.77, 802.5, , , , , , , , , , , , 1.75, , 132, , , 
Russia, RUS, 2000, 6, 1696.65, 30.53, 850.1, , , , 780.1, 252.5, 10.23, 11279.61, 26561.85, 31.26, 81.52, , 2.55, , 132, , , 
Russia, RUS, 2000, 7, , 31.08, 905.8, , , , , , , , , , , , 1.79, , 132, , , 
Russia, RUS, 2000, 8, , 31.38, 950.5, , , , , , , , , , , , 0.98, , 132, , , 
Russia, RUS, 2000, 9, 2037.85, 31.8, 977.6, , , , 877.8, 346.3, 10.55, 10139.69, 28414.82, 31.03, 78.51, , 1.32, , 132, , , 
Russia, RUS, 2000, 10, , 32.47, 1008.8, , , , , , , , , , , , 2.11, , 132, , , 
Russia, RUS, 2000, 11, , 32.96, 1016.4, , , , , , , , , , , , 1.52, , 132, , , 
Russia, RUS, 2000, 12, 2043.73, 33.5, 1054.6, , , , 973.9, 453.5, 8.26, 12456.18, 30520.8, 26.66, 75.16, , 1.64, , 132, , , 
Russia, RUS, 2001, 1, , 34.43, 1150.6, , , , , , , , , , , , 2.76, , 300, , , 
Russia, RUS, 2001, 2, , 35.21, 1090.1, , , , , , , , , , , , 2.28, , 300, , , 
Russia, RUS, 2001, 3, 1900.87, 35.87, 1118.5, , , , 960.4, 264.4, 4.69, 11254.75, 26764.23, 29.35, 47.13, , 1.86, , 300, , , 
Russia, RUS, 2001, 4, , 36.51, 1159.7, , , , , , , , , , , , 1.79, , 300, , , 
Russia, RUS, 2001, 5, , 37.16, 1220.5, , , , , , , , , , , , 1.78, , 300, , , 
Russia, RUS, 2001, 6, 2105.01, 37.76, 1242.6, , , , 1047.5, 367.5, 5.05, 8412.44, 27928.07, 34.28, 45.54, , 1.62, , 300, , , 
Russia, RUS, 2001, 7, , 37.93, 1301.3, , , , , , , , , , , , 0.45, , 300, , , 
Russia, RUS, 2001, 8, , 37.94, 1337.4, , , , , , , , , , , , 0.01, , 300, , , 
Russia, RUS, 2001, 9, 2487.87, 38.16, 1374.5, , , , 1150.1, 470.3, 6.03, 6694.63, 28009.59, 31.02, 35.81, , 0.6, , 300, , , 
Russia, RUS, 2001, 10, , 38.58, 1421.6, , , , , , , , , , , , 1.09, , 300, , , 
Russia, RUS, 2001, 11, , 39.1, 1449.8, , , , , , , , , , , , 1.36, , 300, , , 
Russia, RUS, 2001, 12, 2449.83, 39.73, 1448.2, , , , 1258.9, 587.1, 4.54, 5692, 26571.12, 29.26, 29.46, , 1.6, , 300, , , 
Russia, RUS, 2002, 1, , 40.96, 1609.4, , , , , , , , , , , , 3.09, , 300, , , 
Russia, RUS, 2002, 2, , 41.43, 1511.2, , , , , , , , , , , , 1.16, , 300, , , 
Russia, RUS, 2002, 3, 2262.19, 41.88, 1532.8, , , , 1232.9, 305.59, 3.8, 5974.98, 23638.2, 28.37, 15.58, , 1.08, 31.1365, 300, , , 
Russia, RUS, 2002, 4, , 42.37, 1574.1, , , , , , , , , , , , 1.16, 31.2013, 300, , , 
Russia, RUS, 2002, 5, , 43.08, 1630.7, , , , , , , , , , , , 1.69, 31.285, 450, , , 
Russia, RUS, 2002, 6, 2528.67, 43.31, 1700.2, , , , 1304.51, 418.29, 4.41, 7183.17, 28530.34, 24.54, 13.82, , 0.53, 31.4646, 450, , , 
Russia, RUS, 2002, 7, , 43.62, 1764.1, , , , , , , , , , , , 0.72, 31.5458, 450, , , 
Russia, RUS, 2002, 8, , 43.66, 1790.2, , , , , , , , , , , , 0.09, 31.5823, 450, , , 
Russia, RUS, 2002, 9, 3012.81, 43.84, 1824.3, , , , 1422.68, 542.73, 4.43, 6855.95, 32087.67, 23.7, 15.4, , 0.4, 31.6456, 450, , , 
Russia, RUS, 2002, 10, , 44.31, 1857.4, , , , , , , , , , , , 1.07, 31.7281, 450, , , 
Russia, RUS, 2002, 11, , 45.02, 1900, , , , , , , , , , , , 1.61, 31.8269, 450, , , 
Russia, RUS, 2002, 12, 3026.87, 45.71, 1943.9, , , , 1571.78, 672.7, 6.16, 7458.85, 32929.04, 24.85, 14.58, , 1.54, 31.8472, 450, , , 
Russia, RUS, 2003, 1, , 46.81, 2130.5, , , , , , , , , , , , 2.4, 31.8404, 450, , , 
Russia, RUS, 2003, 2, , 47.57, 2033.3, , , , , , , , , , , , 1.63, 31.6323, 450, , , 
Russia, RUS, 2003, 3, 2851.11, 48.07, 2114, , , , 1513.5, 376.2, 7.59, 11037.18, 33262.02, 22.76, 23.11, , 1.05, 31.4419, 450, , , 
Russia, RUS, 2003, 4, , 48.56, 2218.4, , , , , , , , , , , , 1.02, 31.25, 450, , , 
Russia, RUS, 2003, 5, , 48.95, 2326.1, , , , , , , , , , , , 0.8, 30.8455, 450, , , 
Russia, RUS, 2003, 6, 3101.69, 49.34, 2447.2, , , , 1585.2, 530.9, 7.97, 7237.91, 34268.85, 21.52, 26.92, , 0.8, 30.4993, 450, , , 
Russia, RUS, 2003, 7, , 49.69, 2619.3, , , , , , , , , , , , 0.71, 30.303, 450, , , 
Russia, RUS, 2003, 8, , 49.49, 2638.3, , , , , , , , , , , , -0.41, 30.303, 450, , , 
Russia, RUS, 2003, 9, 3600.22, 49.66, 2695.3, , , , 1700.3, 672.1, 6.21, 6851.21, 38585.6, 19.51, 23.84, , 0.34, 30.594, 450, , , 
Russia, RUS, 2003, 10, , 50.15, 2744, , , , , , , , , , , , 1, 30.1258, 600, , , 
Russia, RUS, 2003, 11, , 50.63, 2753.5, , , , , , , , , , , , 0.96, 29.7952, 600, , , 
Russia, RUS, 2003, 12, 3655.21, 51.19, 2835.2, , , , 1893.3, 853.1, 7.72, 8001.81, 41368.98, 20.46, 26.82, , 1.1, 29.4052, 600, , , 
Russia, RUS, 2004, 1, , 52.09, 3205.2, , , , , , , , , , , , 1.75, 28.8437, 600, , , 
Russia, RUS, 2004, 2, , 52.6, 3203.3, , , , , , , , , , , , 0.99, 28.5043, 600, , , 
Russia, RUS, 2004, 3, 3515.66, 53, 3323.5, , , , 1898.8, 496.3, 7.24, 12445.84, 40495.92, 25.46, 31.92, , 0.75, 28.5308, 600, , , 
Russia, RUS, 2004, 4, , 53.52, 3409.7, , , , , , , , , , , , 0.99, 28.7196, 600, , , 
Russia, RUS, 2004, 5, , 53.92, 3474.2, , , , , , , , , , , , 0.74, 28.9865, 600, , , 
Russia, RUS, 2004, 6, 3971.61, 54.34, 3514.9, , , , 2022.7, 690.5, 8.03, 13193.66, 47373.59, 27.6, 30.06, , 0.78, 29.0429, 600, , , 
Russia, RUS, 2004, 7, , 54.84, 3670.9, , , , , , , , , , , , 0.92, 29.0735, 600, , , 
Russia, RUS, 2004, 8, , 55.07, 3626.8, , , , , , , , , , , , 0.42, 29.2243, 600, , , 
Russia, RUS, 2004, 9, 4594.02, 55.31, 3649.8, , , , 2212.6, 850.3, 7.32, 15251.61, 54033.14, 30.13, 26.51, , 0.43, 29.2398, 600, , , 
Russia, RUS, 2004, 10, , 55.94, 3717.5, , , , , , , , , , , , 1.14, 29.0484, 600, , , 
Russia, RUS, 2004, 11, , 56.56, 3787.8, , , , , , , , , , , , 1.11, 28.5588, 600, , , 
Russia, RUS, 2004, 12, 4945.9, 57.2, 3928.5, , , , 2454, 1093.4, 6.22, 17668.73, 58927.2, 29.61, 28.17, , 1.14, 27.9065, 600, , , 
Russia, RUS, 2005, 1, , 58.7, 4353.9, , , , , , , , , , , , 2.62, 27.9452, 720, , , 
Russia, RUS, 2005, 2, , 59.42, 4179.9, , , , , , , , , , , , 1.23, 27.9643, 720, , , 
Russia, RUS, 2005, 3, 4458.61, 60.22, 4300.6, , , , 2340.9, 584, 5.58, 19828.84, 54766.76, 23.28, 17.67, , 1.34, 27.63, 720, , , 
Russia, RUS, 2005, 4, , 60.89, 4462.7, , , , , , , , , , , , 1.12, 27.7982, 720, , , 
Russia, RUS, 2005, 5, , 61.38, 4577.5, , , , , , , , , , , , 0.8, 27.9513, 720, , , 
Russia, RUS, 2005, 6, 5077.87, 61.77, 4677.7, , , , 2571.1, 832.6, 6.01, 22535.72, 65844.69, 27.11, 20.58, , 0.64, 28.5199, 720, , , 
Russia, RUS, 2005, 7, , 62.06, 4915.4, , , , , , , , , , , , 0.46, 28.6946, 720, , , 
Russia, RUS, 2005, 8, , 61.97, 4974.3, , , , , , , , , , , , -0.14, 28.4753, 720, , , 
Russia, RUS, 2005, 9, 5845.24, 62.13, 5118.2, , , , 2790.3, 1049.6, 5.96, 20040.72, 71985.42, 26.11, 23.44, , 0.25, 28.3812, 800, , , 
Russia, RUS, 2005, 10, , 62.47, 5274.9, , , , , , , , , , , , 0.55, 28.5557, 800, , , 
Russia, RUS, 2005, 11, , 62.93, 5296.5, , , , , , , , , , , , 0.74, 28.7739, 800, , , 
Russia, RUS, 2005, 12, 6228.05, 63.45, 5417.1, , , , 3090, 1370.7, 7.78, 21983.47, 76272.61, 25.92, 25.36, , 0.82, 28.7984, 800, , , 
Russia, RUS, 2006, 1, , 64.99, 6032.1, , , , , , , , , , , , 2.43, 28.3406, 800, , , 
Russia, RUS, 2006, 2, , 66.07, 5822.1, , , , , , , , , , , , 1.66, 28.2038, 800, , , 
Russia, RUS, 2006, 3, 5792.95, 66.61, 5899.7, , , , 2852.9, 706, 7.3, 30381.19, 73584.12, 21.87, 20.89, , 0.82, 27.8647, 800, , , 
Russia, RUS, 2006, 4, , 66.84, 6148.1, , , , , , , , , , , , 0.35, 27.5569, 800, , , 
Russia, RUS, 2006, 5, , 67.16, 6333.4, , , , , , , , , , , , 0.48, 27.0468, 1100, , , 
Russia, RUS, 2006, 6, 6368.07, 67.35, 6663.4, , , , 3134, 1076.9, 8.08, 24068.14, 84286.04, 21.89, 29.34, , 0.28, 26.9958, 1100, , , 
Russia, RUS, 2006, 7, , 67.8, 7057.2, , , , , , , , , , , , 0.67, 26.9097, 1100, , , 
Russia, RUS, 2006, 8, , 67.93, 7199.6, , , , , , , , , , , , 0.19, 26.7562, 1100, , , 
Russia, RUS, 2006, 9, 7275.85, 67.99, 7417.4, , , , 3385.7, 1350.3, 8.19, 24142.52, 88703.64, 21.34, 28.65, , 0.09, 26.7622, 1100, , , 
Russia, RUS, 2006, 10, , 68.18, 7727.1, , , , , , , , , , , , 0.28, 26.8424, 1100, , , 
Russia, RUS, 2006, 11, , 68.61, 7743.4, , , , , , , , , , , , 0.63, 26.575, 1100, , , 
Russia, RUS, 2006, 12, 7480.34, 69.15, 7974.4, , , , 3756.7, 1847.4, 8.88, 13723.72, 86626.13, 21.58, 34.78, , 0.79, 26.2989, 1100, , , 
Russia, RUS, 2007, 1, , 70.31, 8970.7, , , 7.1, , , , , , , , , 1.68, 26.5004, 1100, , , 
Russia, RUS, 2007, 2, , 71.1, 8674.9, , , 7.2, , , , , , , , , 1.11, 26.2987, 1100, , , 
Russia, RUS, 2007, 3, 6780.22, 71.51, 8873.4, , , 6.8, 3447.9, 954.4, 8.07, 22237.51, 78785.82, 20.86, 35.18, , 0.59, 26.1056, 1100, , , 
Russia, RUS, 2007, 4, , 71.92, 9381.7, , , 6.4, , , , , , , , , 0.57, 25.8426, 1100, , , 
Russia, RUS, 2007, 5, , 72.38, 9964.3, , , 5.9, , , , , , , , , 0.63, 25.8295, 1100, , , 
Russia, RUS, 2007, 6, 7767.52, 73.06, 10673, , , 5.8, 3835.3, 1479.5, 8.62, 13887.1, 92272.78, 22.38, 37.39, , 0.95, 25.9017, 1100, , , 
Russia, RUS, 2007, 7, , 73.7, 10827.4, , , 5.7, , , , , , , , , 0.87, 25.5368, 1100, , , 
Russia, RUS, 2007, 8, , 73.77, 10888.4, , , 5.6, , , , , , , , , 0.09, 25.6254, 1100, , , 
Russia, RUS, 2007, 9, 8902.73, 74.35, 11128.5, , , 5.6, 4205.6, 1805.1, 8.17, 14495.16, 99147.26, 24.22, 33.68, , 0.79, 25.3069, 2300, , , 
Russia, RUS, 2007, 10, , 75.57, 11461.8, , , 5.6, , , , , , , , , 1.64, 24.8776, 2300, , , 
Russia, RUS, 2007, 11, , 76.5, 11382.2, , , 5.7, , , , , , , , , 1.23, 24.4712, 2300, , , 
Russia, RUS, 2007, 12, 9797.04, 77.36, 11756, , , 6.1, 4728.8, 2741.4, 9.19, 21573.25, 120184.7, 25.88, 48.39, , 1.13, 24.5737, 2300, , , 
Russia, RUS, 2008, 1, , 79.15, 12869, , , 6.6, , , , , , , , , 2.31, 24.4779, 2300, , , 
Russia, RUS, 2008, 2, , 80.1, 12509.7, , , 7.1, , , , , , , , , 1.2, 24.5122, 2300, , , 
Russia, RUS, 2008, 3, 8877.65, 81.06, 12662.9, , , 6.5, 4358.5, 1404.3, 9.18, 37963.41, 120015, 26.41, 47.14, , 1.2, 23.7417, 2300, , , 
Russia, RUS, 2008, 4, , 82.21, 12973.8, , , 6, , , , , , , , , 1.42, 23.5189, 2300, , , 
Russia, RUS, 2008, 5, , 83.32, 12944.4, , , 5.4, , , , , , , , , 1.35, 23.72, 2300, , , 
Russia, RUS, 2008, 6, 10238.28, 84.13, 13312.8, , , 5.6, 4838.5, 2093.8, 7.9, 27738.63, 140998.32, 26.16, 41.52, , 0.97, 23.6366, 2300, , , 
Russia, RUS, 2008, 7, , 84.56, 13841.2, , , 5.7, , , , , , , , , 0.51, 23.3526, 2300, , , 
Russia, RUS, 2008, 8, , 84.86, 13842.6, , , 5.8, , , , , , , , , 0.36, 24.24, 2300, , , 
Russia, RUS, 2008, 9, 11542.05, 85.54, 14196.6, , , 5.3, 5309.9, 2471.6, 6.41, 27746.9, 150789.07, 26.26, 36.92, , 0.8, 25.3202, 2300, , , 
Russia, RUS, 2008, 10, , 86.32, 14045.7, , , 6.1, , , , , , , , , 0.91, 26.4709, 2300, , , 
Russia, RUS, 2008, 11, , 87.04, 13173.1, , , 6.6, , , , , , , , , 0.83, 27.3499, 2300, , , 
Russia, RUS, 2008, 12, 10618.87, 87.64, 12839.2, , , 7.7, 5676.7, 3231.1, -1.32, 10486.46, 111631.56, 20.05, 17.86, , 0.69, 28.2011, 2300, , , 
Russia, RUS, 2009, 1, , 89.71, 12975.9, , , 8.66, , , , , , , , , 2.37, 31.2913, 4330, , , 
Russia, RUS, 2009, 2, , 91.19, 11430.9, , , 9.4, , , , , , , , , 1.65, 35.7917, 4330, , , 
Russia, RUS, 2009, 3, 8334.63, 92.39, 11465.2, , , 9.16, 4905, 1345, -9.2, 10568.44, 67104.52, 12.54, -4.22, , 1.31, 34.611, 4330, , , 
